Taxon,Order,Family,Genus,Species
Paleognathae,Struthioniformes,Struthionidae,Struthio,Struthio camelus
Paleognathae,Struthioniformes,Struthionidae,Struthio,Struthio molybdophanes
Paleognathae,Rheiformes,Rheidae,Rhea,Rhea americana
Paleognathae,Rheiformes,Rheidae,Rhea,Rhea pennata
Paleognathae,Apterygiformes,Apterygidae,Apteryx,Apteryx australis
Paleognathae,Apterygiformes,Apterygidae,Apteryx,Apteryx mantelli
Paleognathae,Apterygiformes,Apterygidae,Apteryx,Apteryx rowi
Paleognathae,Apterygiformes,Apterygidae,Apteryx,Apteryx owenii
Paleognathae,Apterygiformes,Apterygidae,Apteryx,Apteryx haastii
Paleognathae,Casuariiformes,Casuariidae,Casuarius,Casuarius casuarius
Paleognathae,Casuariiformes,Casuariidae,Casuarius,Casuarius bennetti
Paleognathae,Casuariiformes,Casuariidae,Casuarius,Casuarius unappendiculatus
Paleognathae,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae
Paleognathae,Tinamiformes,Tinamidae,Tinamus,Tinamus tao
Paleognathae,Tinamiformes,Tinamidae,Tinamus,Tinamus solitarius
Paleognathae,Tinamiformes,Tinamidae,Tinamus,Tinamus osgoodi
Paleognathae,Tinamiformes,Tinamidae,Tinamus,Tinamus major
Paleognathae,Tinamiformes,Tinamidae,Tinamus,Tinamus guttatus
Paleognathae,Tinamiformes,Tinamidae,Nothocercus,Nothocercus bonapartei
Paleognathae,Tinamiformes,Tinamidae,Nothocercus,Nothocercus julius
Paleognathae,Tinamiformes,Tinamidae,Nothocercus,Nothocercus nigrocapillus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus berlepschi
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus soui
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus ptaritepui
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus undulatus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus transfasciatus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus strigulosus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus duidae
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus erythropus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus noctivagus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus atrocapillus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinnamomeus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus boucardi
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus kerriae
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus variegatus
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus brevirostris
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus bartletti
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus parvirostris
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus casiquiare
Paleognathae,Tinamiformes,Tinamidae,Crypturellus,Crypturellus tataupa
Paleognathae,Tinamiformes,Tinamidae,Rhynchotus,Rhynchotus rufescens
Paleognathae,Tinamiformes,Tinamidae,Rhynchotus,Rhynchotus maculicollis
Paleognathae,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta taczanowskii
Paleognathae,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta ornata
Paleognathae,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta perdicaria
Paleognathae,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta cinerascens
Paleognathae,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta pentlandii
Paleognathae,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta curvirostris
Paleognathae,Tinamiformes,Tinamidae,Nothura,Nothura boraquira
Paleognathae,Tinamiformes,Tinamidae,Nothura,Nothura minor
Paleognathae,Tinamiformes,Tinamidae,Nothura,Nothura darwinii
Paleognathae,Tinamiformes,Tinamidae,Nothura,Nothura maculosa
Paleognathae,Tinamiformes,Tinamidae,Taoniscus,Taoniscus nanus
Paleognathae,Tinamiformes,Tinamidae,Eudromia,Eudromia elegans
Paleognathae,Tinamiformes,Tinamidae,Eudromia,Eudromia formosa
Paleognathae,Tinamiformes,Tinamidae,Tinamotis,Tinamotis pentlandii
Paleognathae,Tinamiformes,Tinamidae,Tinamotis,Tinamotis ingoufi
Neognathae,Anseriformes,Anhimidae,Anhima,Anhima cornuta
Neognathae,Anseriformes,Anhimidae,Chauna,Chauna chavaria
Neognathae,Anseriformes,Anhimidae,Chauna,Chauna torquata
Neognathae,Anseriformes,Anseranatidae,Anseranas,Anseranas semipalmata
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna guttata
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna arborea
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna bicolor
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna eytoni
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna arcuata
Neognathae,Anseriformes,Anatidae,Dendrocygna,Dendrocygna javanica
Neognathae,Anseriformes,Anatidae,Thalassornis,Thalassornis leuconotus
Neognathae,Anseriformes,Anatidae,Cereopsis,Cereopsis novaehollandiae
Neognathae,Anseriformes,Anatidae,Branta,Branta bernicla
Neognathae,Anseriformes,Anatidae,Branta,Branta ruficollis
Neognathae,Anseriformes,Anatidae,Branta,Branta sandvicensis
Neognathae,Anseriformes,Anatidae,Branta,Branta canadensis
Neognathae,Anseriformes,Anatidae,Branta,Branta leucopsis
Neognathae,Anseriformes,Anatidae,Branta,Branta hutchinsii
Neognathae,Anseriformes,Anatidae,Anser,Anser indicus
Neognathae,Anseriformes,Anatidae,Anser,Anser canagicus
Neognathae,Anseriformes,Anatidae,Anser,Anser rossii
Neognathae,Anseriformes,Anatidae,Anser,Anser caerulescens
Neognathae,Anseriformes,Anatidae,Anser,Anser anser
Neognathae,Anseriformes,Anatidae,Anser,Anser cygnoides
Neognathae,Anseriformes,Anatidae,Anser,Anser fabalis
Neognathae,Anseriformes,Anatidae,Anser,Anser brachyrhynchus
Neognathae,Anseriformes,Anatidae,Anser,Anser serrirostris
Neognathae,Anseriformes,Anatidae,Anser,Anser albifrons
Neognathae,Anseriformes,Anatidae,Anser,Anser erythropus
Neognathae,Anseriformes,Anatidae,Coscoroba,Coscoroba coscoroba
Neognathae,Anseriformes,Anatidae,Cygnus,Cygnus atratus
Neognathae,Anseriformes,Anatidae,Cygnus,Cygnus melancoryphus
Neognathae,Anseriformes,Anatidae,Cygnus,Cygnus olor
Neognathae,Anseriformes,Anatidae,Cygnus,Cygnus buccinator
Neognathae,Anseriformes,Anatidae,Cygnus,Cygnus columbianus
Neognathae,Anseriformes,Anatidae,Cygnus,Cygnus cygnus
Neognathae,Anseriformes,Anatidae,Stictonetta,Stictonetta naevosa
Neognathae,Anseriformes,Anatidae,Hymenolaimus,Hymenolaimus malacorhynchos
Neognathae,Anseriformes,Anatidae,Tachyeres,Tachyeres patachonicus
Neognathae,Anseriformes,Anatidae,Tachyeres,Tachyeres pteneres
Neognathae,Anseriformes,Anatidae,Tachyeres,Tachyeres brachypterus
Neognathae,Anseriformes,Anatidae,Tachyeres,Tachyeres leucocephalus
Neognathae,Anseriformes,Anatidae,Merganetta,Merganetta armata
Neognathae,Anseriformes,Anatidae,Plectropterus,Plectropterus gambensis
Neognathae,Anseriformes,Anatidae,Sarkidiornis,Sarkidiornis sylvicola
Neognathae,Anseriformes,Anatidae,Sarkidiornis,Sarkidiornis melanotos
Neognathae,Anseriformes,Anatidae,Cyanochen,Cyanochen cyanoptera
Neognathae,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiaca
Neognathae,Anseriformes,Anatidae,Alopochen,Alopochen mauritiana
Neognathae,Anseriformes,Anatidae,Alopochen,Alopochen kervazoi
Neognathae,Anseriformes,Anatidae,Neochen,Neochen jubata
Neognathae,Anseriformes,Anatidae,Chloephaga,Chloephaga melanoptera
Neognathae,Anseriformes,Anatidae,Chloephaga,Chloephaga picta
Neognathae,Anseriformes,Anatidae,Chloephaga,Chloephaga hybrida
Neognathae,Anseriformes,Anatidae,Chloephaga,Chloephaga poliocephala
Neognathae,Anseriformes,Anatidae,Chloephaga,Chloephaga rubidiceps
Neognathae,Anseriformes,Anatidae,Radjah,Radjah radjah
Neognathae,Anseriformes,Anatidae,Tadorna,Tadorna tadorna
Neognathae,Anseriformes,Anatidae,Tadorna,Tadorna ferruginea
Neognathae,Anseriformes,Anatidae,Tadorna,Tadorna cana
Neognathae,Anseriformes,Anatidae,Tadorna,Tadorna tadornoides
Neognathae,Anseriformes,Anatidae,Tadorna,Tadorna variegata
Neognathae,Anseriformes,Anatidae,Tadorna,Tadorna cristata
Neognathae,Anseriformes,Anatidae,Malacorhynchus,Malacorhynchus membranaceus
Neognathae,Anseriformes,Anatidae,Salvadorina,Salvadorina waigiuensis
Neognathae,Anseriformes,Anatidae,Cairina,Cairina moschata
Neognathae,Anseriformes,Anatidae,Asarcornis,Asarcornis scutulata
Neognathae,Anseriformes,Anatidae,Pteronetta,Pteronetta hartlaubii
Neognathae,Anseriformes,Anatidae,Aix,Aix sponsa
Neognathae,Anseriformes,Anatidae,Aix,Aix galericulata
Neognathae,Anseriformes,Anatidae,Chenonetta,Chenonetta jubata
Neognathae,Anseriformes,Anatidae,Nettapus,Nettapus auritus
Neognathae,Anseriformes,Anatidae,Nettapus,Nettapus coromandelianus
Neognathae,Anseriformes,Anatidae,Nettapus,Nettapus pulchellus
Neognathae,Anseriformes,Anatidae,Amazonetta,Amazonetta brasiliensis
Neognathae,Anseriformes,Anatidae,Callonetta,Callonetta leucophrys
Neognathae,Anseriformes,Anatidae,Lophonetta,Lophonetta specularioides
Neognathae,Anseriformes,Anatidae,Speculanas,Speculanas specularis
Neognathae,Anseriformes,Anatidae,Sibirionetta,Sibirionetta formosa
Neognathae,Anseriformes,Anatidae,Spatula,Spatula querquedula
Neognathae,Anseriformes,Anatidae,Spatula,Spatula hottentota
Neognathae,Anseriformes,Anatidae,Spatula,Spatula puna
Neognathae,Anseriformes,Anatidae,Spatula,Spatula versicolor
Neognathae,Anseriformes,Anatidae,Spatula,Spatula platalea
Neognathae,Anseriformes,Anatidae,Spatula,Spatula cyanoptera
Neognathae,Anseriformes,Anatidae,Spatula,Spatula discors
Neognathae,Anseriformes,Anatidae,Spatula,Spatula smithii
Neognathae,Anseriformes,Anatidae,Spatula,Spatula rhynchotis
Neognathae,Anseriformes,Anatidae,Spatula,Spatula clypeata
Neognathae,Anseriformes,Anatidae,Mareca,Mareca strepera
Neognathae,Anseriformes,Anatidae,Mareca,Mareca falcata
Neognathae,Anseriformes,Anatidae,Mareca,Mareca penelope
Neognathae,Anseriformes,Anatidae,Mareca,Mareca sibilatrix
Neognathae,Anseriformes,Anatidae,Mareca,Mareca americana
Neognathae,Anseriformes,Anatidae,Mareca,Mareca marecula
Neognathae,Anseriformes,Anatidae,Anas,Anas sparsa
Neognathae,Anseriformes,Anatidae,Anas,Anas undulata
Neognathae,Anseriformes,Anatidae,Anas,Anas melleri
Neognathae,Anseriformes,Anatidae,Anas,Anas superciliosa
Neognathae,Anseriformes,Anatidae,Anas,Anas laysanensis
Neognathae,Anseriformes,Anatidae,Anas,Anas wyvilliana
Neognathae,Anseriformes,Anatidae,Anas,Anas luzonica
Neognathae,Anseriformes,Anatidae,Anas,Anas poecilorhyncha
Neognathae,Anseriformes,Anatidae,Anas,Anas zonorhyncha
Neognathae,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Neognathae,Anseriformes,Anatidae,Anas,Anas fulvigula
Neognathae,Anseriformes,Anatidae,Anas,Anas rubripes
Neognathae,Anseriformes,Anatidae,Anas,Anas diazi
Neognathae,Anseriformes,Anatidae,Anas,Anas capensis
Neognathae,Anseriformes,Anatidae,Anas,Anas bahamensis
Neognathae,Anseriformes,Anatidae,Anas,Anas erythrorhyncha
Neognathae,Anseriformes,Anatidae,Anas,Anas georgica
Neognathae,Anseriformes,Anatidae,Anas,Anas eatoni
Neognathae,Anseriformes,Anatidae,Anas,Anas acuta
Neognathae,Anseriformes,Anatidae,Anas,Anas crecca
Neognathae,Anseriformes,Anatidae,Anas,Anas carolinensis
Neognathae,Anseriformes,Anatidae,Anas,Anas flavirostris
Neognathae,Anseriformes,Anatidae,Anas,Anas andium
Neognathae,Anseriformes,Anatidae,Anas,Anas gibberifrons
Neognathae,Anseriformes,Anatidae,Anas,Anas albogularis
Neognathae,Anseriformes,Anatidae,Anas,Anas theodori
Neognathae,Anseriformes,Anatidae,Anas,Anas gracilis
Neognathae,Anseriformes,Anatidae,Anas,Anas castanea
Neognathae,Anseriformes,Anatidae,Anas,Anas bernieri
Neognathae,Anseriformes,Anatidae,Anas,Anas chlorotis
Neognathae,Anseriformes,Anatidae,Anas,Anas aucklandica
Neognathae,Anseriformes,Anatidae,Anas,Anas nesiotis
Neognathae,Anseriformes,Anatidae,Marmaronetta,Marmaronetta angustirostris
Neognathae,Anseriformes,Anatidae,Rhodonessa,Rhodonessa caryophyllacea
Neognathae,Anseriformes,Anatidae,Netta,Netta rufina
Neognathae,Anseriformes,Anatidae,Netta,Netta peposaca
Neognathae,Anseriformes,Anatidae,Netta,Netta erythrophthalma
Neognathae,Anseriformes,Anatidae,Aythya,Aythya valisineria
Neognathae,Anseriformes,Anatidae,Aythya,Aythya americana
Neognathae,Anseriformes,Anatidae,Aythya,Aythya ferina
Neognathae,Anseriformes,Anatidae,Aythya,Aythya australis
Neognathae,Anseriformes,Anatidae,Aythya,Aythya innotata
Neognathae,Anseriformes,Anatidae,Aythya,Aythya baeri
Neognathae,Anseriformes,Anatidae,Aythya,Aythya nyroca
Neognathae,Anseriformes,Anatidae,Aythya,Aythya novaeseelandiae
Neognathae,Anseriformes,Anatidae,Aythya,Aythya collaris
Neognathae,Anseriformes,Anatidae,Aythya,Aythya fuligula
Neognathae,Anseriformes,Anatidae,Aythya,Aythya marila
Neognathae,Anseriformes,Anatidae,Aythya,Aythya affinis
Neognathae,Anseriformes,Anatidae,Polysticta,Polysticta stelleri
Neognathae,Anseriformes,Anatidae,Somateria,Somateria fischeri
Neognathae,Anseriformes,Anatidae,Somateria,Somateria spectabilis
Neognathae,Anseriformes,Anatidae,Somateria,Somateria mollissima
Neognathae,Anseriformes,Anatidae,Histrionicus,Histrionicus histrionicus
Neognathae,Anseriformes,Anatidae,Camptorhynchus,Camptorhynchus labradorius
Neognathae,Anseriformes,Anatidae,Melanitta,Melanitta perspicillata
Neognathae,Anseriformes,Anatidae,Melanitta,Melanitta fusca
Neognathae,Anseriformes,Anatidae,Melanitta,Melanitta deglandi
Neognathae,Anseriformes,Anatidae,Melanitta,Melanitta nigra
Neognathae,Anseriformes,Anatidae,Melanitta,Melanitta americana
Neognathae,Anseriformes,Anatidae,Clangula,Clangula hyemalis
Neognathae,Anseriformes,Anatidae,Bucephala,Bucephala albeola
Neognathae,Anseriformes,Anatidae,Bucephala,Bucephala clangula
Neognathae,Anseriformes,Anatidae,Bucephala,Bucephala islandica
Neognathae,Anseriformes,Anatidae,Mergellus,Mergellus albellus
Neognathae,Anseriformes,Anatidae,Lophodytes,Lophodytes cucullatus
Neognathae,Anseriformes,Anatidae,Mergus,Mergus australis
Neognathae,Anseriformes,Anatidae,Mergus,Mergus octosetaceus
Neognathae,Anseriformes,Anatidae,Mergus,Mergus merganser
Neognathae,Anseriformes,Anatidae,Mergus,Mergus serrator
Neognathae,Anseriformes,Anatidae,Mergus,Mergus squamatus
Neognathae,Anseriformes,Anatidae,Heteronetta,Heteronetta atricapilla
Neognathae,Anseriformes,Anatidae,Nomonyx,Nomonyx dominicus
Neognathae,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis
Neognathae,Anseriformes,Anatidae,Oxyura,Oxyura ferruginea
Neognathae,Anseriformes,Anatidae,Oxyura,Oxyura vittata
Neognathae,Anseriformes,Anatidae,Oxyura,Oxyura australis
Neognathae,Anseriformes,Anatidae,Oxyura,Oxyura maccoa
Neognathae,Anseriformes,Anatidae,Oxyura,Oxyura leucocephala
Neognathae,Anseriformes,Anatidae,Biziura,Biziura lobata
Neognathae,Galliformes,Megapodiidae,Alectura,Alectura lathami
Neognathae,Galliformes,Megapodiidae,Aepypodius,Aepypodius arfakianus
Neognathae,Galliformes,Megapodiidae,Aepypodius,Aepypodius bruijnii
Neognathae,Galliformes,Megapodiidae,Talegalla,Talegalla cuvieri
Neognathae,Galliformes,Megapodiidae,Talegalla,Talegalla fuscirostris
Neognathae,Galliformes,Megapodiidae,Talegalla,Talegalla jobiensis
Neognathae,Galliformes,Megapodiidae,Leipoa,Leipoa ocellata
Neognathae,Galliformes,Megapodiidae,Macrocephalon,Macrocephalon maleo
Neognathae,Galliformes,Megapodiidae,Eulipoa,Eulipoa wallacei
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius pritchardii
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius laperouse
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius nicobariensis
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius cumingii
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius bernsteinii
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius tenimberensis
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius freycinet
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius geelvinkianus
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius eremita
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius layardi
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius decollatus
Neognathae,Galliformes,Megapodiidae,Megapodius,Megapodius reinwardt
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis vetula
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis cinereiceps
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis garrula
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis ruficauda
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis erythroptera
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis wagleri
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis poliocephala
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis canicollis
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis leucogastra
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis guttata
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis araucuan
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis squamata
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis columbiana
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis motmot
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis ruficeps
Neognathae,Galliformes,Cracidae,Ortalis,Ortalis superciliaris
Neognathae,Galliformes,Cracidae,Penelope,Penelope argyrotis
Neognathae,Galliformes,Cracidae,Penelope,Penelope barbata
Neognathae,Galliformes,Cracidae,Penelope,Penelope ortoni
Neognathae,Galliformes,Cracidae,Penelope,Penelope montagnii
Neognathae,Galliformes,Cracidae,Penelope,Penelope marail
Neognathae,Galliformes,Cracidae,Penelope,Penelope superciliaris
Neognathae,Galliformes,Cracidae,Penelope,Penelope dabbenei
Neognathae,Galliformes,Cracidae,Penelope,Penelope purpurascens
Neognathae,Galliformes,Cracidae,Penelope,Penelope perspicax
Neognathae,Galliformes,Cracidae,Penelope,Penelope albipennis
Neognathae,Galliformes,Cracidae,Penelope,Penelope jacquacu
Neognathae,Galliformes,Cracidae,Penelope,Penelope obscura
Neognathae,Galliformes,Cracidae,Penelope,Penelope pileata
Neognathae,Galliformes,Cracidae,Penelope,Penelope ochrogaster
Neognathae,Galliformes,Cracidae,Penelope,Penelope jacucaca
Neognathae,Galliformes,Cracidae,Pipile,Pipile pipile
Neognathae,Galliformes,Cracidae,Pipile,Pipile cumanensis
Neognathae,Galliformes,Cracidae,Pipile,Pipile cujubi
Neognathae,Galliformes,Cracidae,Pipile,Pipile jacutinga
Neognathae,Galliformes,Cracidae,Aburria,Aburria aburri
Neognathae,Galliformes,Cracidae,Chamaepetes,Chamaepetes unicolor
Neognathae,Galliformes,Cracidae,Chamaepetes,Chamaepetes goudotii
Neognathae,Galliformes,Cracidae,Penelopina,Penelopina nigra
Neognathae,Galliformes,Cracidae,Oreophasis,Oreophasis derbianus
Neognathae,Galliformes,Cracidae,Nothocrax,Nothocrax urumutum
Neognathae,Galliformes,Cracidae,Mitu,Mitu tomentosum
Neognathae,Galliformes,Cracidae,Mitu,Mitu salvini
Neognathae,Galliformes,Cracidae,Mitu,Mitu tuberosum
Neognathae,Galliformes,Cracidae,Mitu,Mitu mitu
Neognathae,Galliformes,Cracidae,Pauxi,Pauxi pauxi
Neognathae,Galliformes,Cracidae,Pauxi,Pauxi unicornis
Neognathae,Galliformes,Cracidae,Pauxi,Pauxi koepckeae
Neognathae,Galliformes,Cracidae,Crax,Crax rubra
Neognathae,Galliformes,Cracidae,Crax,Crax alberti
Neognathae,Galliformes,Cracidae,Crax,Crax daubentoni
Neognathae,Galliformes,Cracidae,Crax,Crax alector
Neognathae,Galliformes,Cracidae,Crax,Crax globulosa
Neognathae,Galliformes,Cracidae,Crax,Crax fasciolata
Neognathae,Galliformes,Cracidae,Crax,Crax blumenbachii
Neognathae,Galliformes,Numididae,Agelastes,Agelastes meleagrides
Neognathae,Galliformes,Numididae,Agelastes,Agelastes niger
Neognathae,Galliformes,Numididae,Numida,Numida meleagris
Neognathae,Galliformes,Numididae,Guttera,Guttera plumifera
Neognathae,Galliformes,Numididae,Guttera,Guttera pucherani
Neognathae,Galliformes,Numididae,Acryllium,Acryllium vulturinum
Neognathae,Galliformes,Odontophoridae,Ptilopachus,Ptilopachus petrosus
Neognathae,Galliformes,Odontophoridae,Ptilopachus,Ptilopachus nahani
Neognathae,Galliformes,Odontophoridae,Dendrortyx,Dendrortyx barbatus
Neognathae,Galliformes,Odontophoridae,Dendrortyx,Dendrortyx macroura
Neognathae,Galliformes,Odontophoridae,Dendrortyx,Dendrortyx leucophrys
Neognathae,Galliformes,Odontophoridae,Oreortyx,Oreortyx pictus
Neognathae,Galliformes,Odontophoridae,Callipepla,Callipepla squamata
Neognathae,Galliformes,Odontophoridae,Callipepla,Callipepla douglasii
Neognathae,Galliformes,Odontophoridae,Callipepla,Callipepla californica
Neognathae,Galliformes,Odontophoridae,Callipepla,Callipepla gambelii
Neognathae,Galliformes,Odontophoridae,Philortyx,Philortyx fasciatus
Neognathae,Galliformes,Odontophoridae,Colinus,Colinus virginianus
Neognathae,Galliformes,Odontophoridae,Colinus,Colinus nigrogularis
Neognathae,Galliformes,Odontophoridae,Colinus,Colinus leucopogon
Neognathae,Galliformes,Odontophoridae,Colinus,Colinus cristatus
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus capueira
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus melanotis
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus erythrops
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus atrifrons
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus hyperythrus
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus melanonotus
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus speciosus
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus dialeucos
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus strophium
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus columbianus
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus leucolaemus
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus balliviani
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus stellatus
Neognathae,Galliformes,Odontophoridae,Odontophorus,Odontophorus guttatus
Neognathae,Galliformes,Odontophoridae,Dactylortyx,Dactylortyx thoracicus
Neognathae,Galliformes,Odontophoridae,Cyrtonyx,Cyrtonyx montezumae
Neognathae,Galliformes,Odontophoridae,Cyrtonyx,Cyrtonyx ocellatus
Neognathae,Galliformes,Odontophoridae,Rhynchortyx,Rhynchortyx cinctus
Neognathae,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo
Neognathae,Galliformes,Phasianidae,Meleagris,Meleagris ocellata
Neognathae,Galliformes,Phasianidae,Bonasa,Bonasa umbellus
Neognathae,Galliformes,Phasianidae,Tetrastes,Tetrastes bonasia
Neognathae,Galliformes,Phasianidae,Tetrastes,Tetrastes sewerzowi
Neognathae,Galliformes,Phasianidae,Falcipennis,Falcipennis falcipennis
Neognathae,Galliformes,Phasianidae,Falcipennis,Falcipennis canadensis
Neognathae,Galliformes,Phasianidae,Tetrao,Tetrao urogallus
Neognathae,Galliformes,Phasianidae,Tetrao,Tetrao urogalloides
Neognathae,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix
Neognathae,Galliformes,Phasianidae,Lyrurus,Lyrurus mlokosiewiczi
Neognathae,Galliformes,Phasianidae,Centrocercus,Centrocercus urophasianus
Neognathae,Galliformes,Phasianidae,Centrocercus,Centrocercus minimus
Neognathae,Galliformes,Phasianidae,Dendragapus,Dendragapus obscurus
Neognathae,Galliformes,Phasianidae,Dendragapus,Dendragapus fuliginosus
Neognathae,Galliformes,Phasianidae,Tympanuchus,Tympanuchus phasianellus
Neognathae,Galliformes,Phasianidae,Tympanuchus,Tympanuchus pallidicinctus
Neognathae,Galliformes,Phasianidae,Tympanuchus,Tympanuchus cupido
Neognathae,Galliformes,Phasianidae,Lagopus,Lagopus leucura
Neognathae,Galliformes,Phasianidae,Lagopus,Lagopus muta
Neognathae,Galliformes,Phasianidae,Lagopus,Lagopus lagopus
Neognathae,Galliformes,Phasianidae,Lerwa,Lerwa lerwa
Neognathae,Galliformes,Phasianidae,Tetraophasis,Tetraophasis obscurus
Neognathae,Galliformes,Phasianidae,Tetraophasis,Tetraophasis szechenyii
Neognathae,Galliformes,Phasianidae,Tetraogallus,Tetraogallus caucasicus
Neognathae,Galliformes,Phasianidae,Tetraogallus,Tetraogallus caspius
Neognathae,Galliformes,Phasianidae,Tetraogallus,Tetraogallus himalayensis
Neognathae,Galliformes,Phasianidae,Tetraogallus,Tetraogallus tibetanus
Neognathae,Galliformes,Phasianidae,Tetraogallus,Tetraogallus altaicus
Neognathae,Galliformes,Phasianidae,Alectoris,Alectoris graeca
Neognathae,Galliformes,Phasianidae,Alectoris,Alectoris chukar
Neognathae,Galliformes,Phasianidae,Alectoris,Alectoris magna
Neognathae,Galliformes,Phasianidae,Alectoris,Alectoris philbyi
Neognathae,Galliformes,Phasianidae,Alectoris,Alectoris barbara
Neognathae,Galliformes,Phasianidae,Alectoris,Alectoris rufa
Neognathae,Galliformes,Phasianidae,Alectoris,Alectoris melanocephala
Neognathae,Galliformes,Phasianidae,Ammoperdix,Ammoperdix griseogularis
Neognathae,Galliformes,Phasianidae,Ammoperdix,Ammoperdix heyi
Neognathae,Galliformes,Phasianidae,Francolinus,Francolinus francolinus
Neognathae,Galliformes,Phasianidae,Francolinus,Francolinus pictus
Neognathae,Galliformes,Phasianidae,Francolinus,Francolinus pintadeanus
