Taxon,Order,Family,Genus,Species
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus indicus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus jotaka
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus phalaena
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus europaeus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus fraenatus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus rufigena
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus aegyptius
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus mahrattensis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus centralasicus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus nubicus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus eximius
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus atripennis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus macrurus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus meesi
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus andamanicus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus manillensis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus celebensis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus donaldsoni
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus nigriscapularis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus pectoralis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus poliocephalus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus asiaticus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus madagascariensis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus natalensis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus solala
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus inornatus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus stellatus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus affinis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus tristigma
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus concretus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus pulchellus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus prigoginei
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus batesi
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus climacurus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus clarus
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus fossii
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus longipennis
Neoaves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus vexillarius
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles insignis
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles tatei
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles crinifrons
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles wallacii
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles albertisi
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles savesi
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles bennettii
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles affinis
Neoaves,Apodiformes,Aegothelidae,Aegotheles,Aegotheles cristatus
Neoaves,Apodiformes,Hemiprocnidae,Hemiprocne,Hemiprocne coronata
Neoaves,Apodiformes,Hemiprocnidae,Hemiprocne,Hemiprocne longipennis
Neoaves,Apodiformes,Hemiprocnidae,Hemiprocne,Hemiprocne comata
Neoaves,Apodiformes,Hemiprocnidae,Hemiprocne,Hemiprocne mystacea
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides cherriei
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides cryptus
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides storeri
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides fumigatus
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides rothschildi
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides niger
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides lemosi
Neoaves,Apodiformes,Apodidae,Cypseloides,Cypseloides senex
Neoaves,Apodiformes,Apodidae,Streptoprocne,Streptoprocne phelpsi
Neoaves,Apodiformes,Apodidae,Streptoprocne,Streptoprocne rutila
Neoaves,Apodiformes,Apodidae,Streptoprocne,Streptoprocne zonaris
Neoaves,Apodiformes,Apodidae,Streptoprocne,Streptoprocne biscutata
Neoaves,Apodiformes,Apodidae,Streptoprocne,Streptoprocne semicollaris
Neoaves,Apodiformes,Apodidae,Hydrochous,Hydrochous gigas
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia affinis
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia marginata
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia isonota
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia sumbawae
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia neglecta
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia esculenta
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia uropygialis
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia dodgei
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia linchi
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia natalis
Neoaves,Apodiformes,Apodidae,Collocalia,Collocalia troglodytes
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus elaphrus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus francicus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus unicolor
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus mearnsi
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus infuscatus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus sororum
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus ceramensis
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus hirundinaceus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus spodiopygius
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus terraereginae
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus brevirostris
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus vulcanorum
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus whiteheadi
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus nuditarsus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus orientalis
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus salangana
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus vanikorensis
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus amelis
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus pelewensis
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus bartschi
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus inquietus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus leucophaeus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus sawtelli
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus ocistus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus maximus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus fuciphagus
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus germani
Neoaves,Apodiformes,Apodidae,Aerodramus,Aerodramus papuensis
Neoaves,Apodiformes,Apodidae,Schoutedenapus,Schoutedenapus myoptilus
Neoaves,Apodiformes,Apodidae,Schoutedenapus,Schoutedenapus schoutedeni
Neoaves,Apodiformes,Apodidae,Mearnsia,Mearnsia picina
Neoaves,Apodiformes,Apodidae,Mearnsia,Mearnsia novaeguineae
Neoaves,Apodiformes,Apodidae,Zoonavena,Zoonavena grandidieri
Neoaves,Apodiformes,Apodidae,Zoonavena,Zoonavena thomensis
Neoaves,Apodiformes,Apodidae,Zoonavena,Zoonavena sylvatica
Neoaves,Apodiformes,Apodidae,Telacanthura,Telacanthura ussheri
Neoaves,Apodiformes,Apodidae,Telacanthura,Telacanthura melanopygia
Neoaves,Apodiformes,Apodidae,Rhaphidura,Rhaphidura leucopygialis
Neoaves,Apodiformes,Apodidae,Rhaphidura,Rhaphidura sabini
Neoaves,Apodiformes,Apodidae,Neafrapus,Neafrapus cassini
Neoaves,Apodiformes,Apodidae,Neafrapus,Neafrapus boehmi
Neoaves,Apodiformes,Apodidae,Hirundapus,Hirundapus caudacutus
Neoaves,Apodiformes,Apodidae,Hirundapus,Hirundapus cochinchinensis
Neoaves,Apodiformes,Apodidae,Hirundapus,Hirundapus giganteus
Neoaves,Apodiformes,Apodidae,Hirundapus,Hirundapus celebensis
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura martinica
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura spinicaudus
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura fumosa
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura egregia
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura cinereiventris
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura vauxi
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura meridionalis
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura pelagica
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura chapmani
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura viridipennis
Neoaves,Apodiformes,Apodidae,Chaetura,Chaetura brachyura
Neoaves,Apodiformes,Apodidae,Aeronautes,Aeronautes saxatalis
Neoaves,Apodiformes,Apodidae,Aeronautes,Aeronautes montivagus
Neoaves,Apodiformes,Apodidae,Aeronautes,Aeronautes andecolus
Neoaves,Apodiformes,Apodidae,Tachornis,Tachornis phoenicobia
Neoaves,Apodiformes,Apodidae,Tachornis,Tachornis furcata
Neoaves,Apodiformes,Apodidae,Tachornis,Tachornis squamata
Neoaves,Apodiformes,Apodidae,Panyptila,Panyptila sanctihieronymi
Neoaves,Apodiformes,Apodidae,Panyptila,Panyptila cayennensis
Neoaves,Apodiformes,Apodidae,Cypsiurus,Cypsiurus parvus
Neoaves,Apodiformes,Apodidae,Cypsiurus,Cypsiurus balasiensis
Neoaves,Apodiformes,Apodidae,Tachymarptis,Tachymarptis melba
Neoaves,Apodiformes,Apodidae,Tachymarptis,Tachymarptis aequatorialis
Neoaves,Apodiformes,Apodidae,Apus,Apus alexandri
Neoaves,Apodiformes,Apodidae,Apus,Apus apus
Neoaves,Apodiformes,Apodidae,Apus,Apus unicolor
Neoaves,Apodiformes,Apodidae,Apus,Apus niansae
Neoaves,Apodiformes,Apodidae,Apus,Apus pallidus
Neoaves,Apodiformes,Apodidae,Apus,Apus barbatus
Neoaves,Apodiformes,Apodidae,Apus,Apus balstoni
Neoaves,Apodiformes,Apodidae,Apus,Apus sladeniae
Neoaves,Apodiformes,Apodidae,Apus,Apus berliozi
Neoaves,Apodiformes,Apodidae,Apus,Apus bradfieldi
Neoaves,Apodiformes,Apodidae,Apus,Apus pacificus
Neoaves,Apodiformes,Apodidae,Apus,Apus salimalii
Neoaves,Apodiformes,Apodidae,Apus,Apus leuconyx
Neoaves,Apodiformes,Apodidae,Apus,Apus cooki
Neoaves,Apodiformes,Apodidae,Apus,Apus acuticauda
Neoaves,Apodiformes,Apodidae,Apus,Apus affinis
Neoaves,Apodiformes,Apodidae,Apus,Apus nipalensis
Neoaves,Apodiformes,Apodidae,Apus,Apus horus
Neoaves,Apodiformes,Apodidae,Apus,Apus caffer
Neoaves,Apodiformes,Apodidae,Apus,Apus batesi
Neoaves,Apodiformes,Trochilidae,Ramphodon,Ramphodon naevius
Neoaves,Apodiformes,Trochilidae,Eutoxeres,Eutoxeres aquila
Neoaves,Apodiformes,Trochilidae,Eutoxeres,Eutoxeres condamini
Neoaves,Apodiformes,Trochilidae,Glaucis,Glaucis dohrnii
Neoaves,Apodiformes,Trochilidae,Glaucis,Glaucis hirsutus
Neoaves,Apodiformes,Trochilidae,Glaucis,Glaucis aeneus
Neoaves,Apodiformes,Trochilidae,Threnetes,Threnetes ruckeri
Neoaves,Apodiformes,Trochilidae,Threnetes,Threnetes niger
Neoaves,Apodiformes,Trochilidae,Threnetes,Threnetes leucurus
Neoaves,Apodiformes,Trochilidae,Anopetia,Anopetia gounellei
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis yaruqui
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis guy
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis hispidus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis longirostris
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis mexicanus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis superciliosus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis malaris
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis syrmatophorus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis koepckeae
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis philippii
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis bourcieri
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis anthophilus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis eurynome
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis pretrei
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis augusti
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis subochraceus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis squalidus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis rupurumii
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis longuemareus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis idaliae
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis nattereri
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis ruber
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis stuarti
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis atrimentalis
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis aethopygus
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis striigularis
Neoaves,Apodiformes,Trochilidae,Phaethornis,Phaethornis griseogularis
Neoaves,Apodiformes,Trochilidae,Androdon,Androdon aequatorialis
Neoaves,Apodiformes,Trochilidae,Doryfera,Doryfera ludovicae
Neoaves,Apodiformes,Trochilidae,Doryfera,Doryfera johannae
Neoaves,Apodiformes,Trochilidae,Phaeochroa,Phaeochroa cuvierii
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus curvipennis
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus pampa
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus excellens
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus largipennis
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus calcirupicola
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus rufus
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus hyperythrus
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus hemileucurus
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus ensipennis
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus falcatus
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus phainopeplus
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus villaviscensio
Neoaves,Apodiformes,Trochilidae,Campylopterus,Campylopterus duidae
Neoaves,Apodiformes,Trochilidae,Aphantochroa,Aphantochroa cirrochloris
Neoaves,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura
Neoaves,Apodiformes,Trochilidae,Florisuga,Florisuga mellivora
Neoaves,Apodiformes,Trochilidae,Florisuga,Florisuga fusca
Neoaves,Apodiformes,Trochilidae,Colibri,Colibri delphinae
Neoaves,Apodiformes,Trochilidae,Colibri,Colibri thalassinus
Neoaves,Apodiformes,Trochilidae,Colibri,Colibri cyanotus
Neoaves,Apodiformes,Trochilidae,Colibri,Colibri coruscans
Neoaves,Apodiformes,Trochilidae,Colibri,Colibri serrirostris
Neoaves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax viridigula
Neoaves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax prevostii
Neoaves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax nigricollis
Neoaves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax veraguensis
Neoaves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax dominicus
Neoaves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax viridis
Neoaves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax mango
Neoaves,Apodiformes,Trochilidae,Avocettula,Avocettula recurvirostris
Neoaves,Apodiformes,Trochilidae,Topaza,Topaza pella
Neoaves,Apodiformes,Trochilidae,Topaza,Topaza pyra
Neoaves,Apodiformes,Trochilidae,Eulampis,Eulampis jugularis
Neoaves,Apodiformes,Trochilidae,Eulampis,Eulampis holosericeus
Neoaves,Apodiformes,Trochilidae,Chrysolampis,Chrysolampis mosquitus
Neoaves,Apodiformes,Trochilidae,Orthorhyncus,Orthorhyncus cristatus
Neoaves,Apodiformes,Trochilidae,Klais,Klais guimeti
Neoaves,Apodiformes,Trochilidae,Stephanoxis,Stephanoxis lalandi
Neoaves,Apodiformes,Trochilidae,Stephanoxis,Stephanoxis loddigesii
Neoaves,Apodiformes,Trochilidae,Abeillia,Abeillia abeillei
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis ornatus
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis gouldii
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis magnificus
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis brachylophus
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis delattrei
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis stictolophus
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis chalybeus
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis pavoninus
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis helenae
Neoaves,Apodiformes,Trochilidae,Lophornis,Lophornis adorabilis
Neoaves,Apodiformes,Trochilidae,Discosura,Discosura popelairii
Neoaves,Apodiformes,Trochilidae,Discosura,Discosura langsdorffi
Neoaves,Apodiformes,Trochilidae,Discosura,Discosura letitiae
Neoaves,Apodiformes,Trochilidae,Discosura,Discosura conversii
Neoaves,Apodiformes,Trochilidae,Discosura,Discosura longicaudus
Neoaves,Apodiformes,Trochilidae,Trochilus,Trochilus polytmus
Neoaves,Apodiformes,Trochilidae,Trochilus,Trochilus scitulus
Neoaves,Apodiformes,Trochilidae,Chlorestes,Chlorestes notata
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon auriceps
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon forficatus
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon canivetii
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon assimilis
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon mellisugus
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon melanorhynchus
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon gibsoni
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon olivaresi
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon lucidus
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon elegans
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon bracei
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon ricordii
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon swainsonii
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon maugaeus
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon russatus
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon stenurus
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon alice
Neoaves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon poortmani
Neoaves,Apodiformes,Trochilidae,Panterpe,Panterpe insignis
Neoaves,Apodiformes,Trochilidae,Elvira,Elvira chionura
Neoaves,Apodiformes,Trochilidae,Elvira,Elvira cupreiceps
Neoaves,Apodiformes,Trochilidae,Eupherusa,Eupherusa cyanophrys
Neoaves,Apodiformes,Trochilidae,Eupherusa,Eupherusa poliocerca
Neoaves,Apodiformes,Trochilidae,Eupherusa,Eupherusa eximia
Neoaves,Apodiformes,Trochilidae,Eupherusa,Eupherusa nigriventris
Neoaves,Apodiformes,Trochilidae,Goethalsia,Goethalsia bella
Neoaves,Apodiformes,Trochilidae,Goldmania,Goldmania violiceps
Neoaves,Apodiformes,Trochilidae,Cynanthus,Cynanthus sordidus
Neoaves,Apodiformes,Trochilidae,Cynanthus,Cynanthus latirostris
Neoaves,Apodiformes,Trochilidae,Cynanthus,Cynanthus doubledayi
Neoaves,Apodiformes,Trochilidae,Cyanophaia,Cyanophaia bicolor
Neoaves,Apodiformes,Trochilidae,Thalurania,Thalurania ridgwayi
Neoaves,Apodiformes,Trochilidae,Thalurania,Thalurania colombica
Neoaves,Apodiformes,Trochilidae,Thalurania,Thalurania furcata
Neoaves,Apodiformes,Trochilidae,Thalurania,Thalurania watertonii
Neoaves,Apodiformes,Trochilidae,Thalurania,Thalurania glaucopis
Neoaves,Apodiformes,Trochilidae,Juliamyia,Juliamyia julie
Neoaves,Apodiformes,Trochilidae,Lepidopyga,Lepidopyga coeruleogularis
Neoaves,Apodiformes,Trochilidae,Lepidopyga,Lepidopyga lilliae
Neoaves,Apodiformes,Trochilidae,Lepidopyga,Lepidopyga goudoti
Neoaves,Apodiformes,Trochilidae,Hylocharis,Hylocharis eliciae
Neoaves,Apodiformes,Trochilidae,Hylocharis,Hylocharis sapphirina
Neoaves,Apodiformes,Trochilidae,Hylocharis,Hylocharis cyanus
Neoaves,Apodiformes,Trochilidae,Hylocharis,Hylocharis chrysura
Neoaves,Apodiformes,Trochilidae,Hylocharis,Hylocharis grayi
Neoaves,Apodiformes,Trochilidae,Hylocharis,Hylocharis humboldtii
Neoaves,Apodiformes,Trochilidae,Chrysuronia,Chrysuronia oenone
Neoaves,Apodiformes,Trochilidae,Leucochloris,Leucochloris albicollis
Neoaves,Apodiformes,Trochilidae,Polytmus,Polytmus guainumbi
Neoaves,Apodiformes,Trochilidae,Polytmus,Polytmus milleri
Neoaves,Apodiformes,Trochilidae,Polytmus,Polytmus theresiae
Neoaves,Apodiformes,Trochilidae,Leucippus,Leucippus fallax
Neoaves,Apodiformes,Trochilidae,Leucippus,Leucippus baeri
Neoaves,Apodiformes,Trochilidae,Leucippus,Leucippus taczanowskii
Neoaves,Apodiformes,Trochilidae,Leucippus,Leucippus chlorocercus
Neoaves,Apodiformes,Trochilidae,Taphrospilus,Taphrospilus hypostictus
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia chionogaster
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia viridicauda
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia rutila
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia yucatanensis
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia tzacatl
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia castaneiventris
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia amazilia
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia leucogaster
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia versicolor
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia brevirostris
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia franciae
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia candida
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia cyanocephala
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia violiceps
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia viridifrons
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia wagneri
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia fimbriata
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia lactea
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia amabilis
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia decora
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia rosenbergi
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia boucardi
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia luciae
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia saucerottei
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia cyanifrons
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia edward
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia beryllina
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia cyanura
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia hoffmanni
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia viridigaster
Neoaves,Apodiformes,Trochilidae,Amazilia,Amazilia tobaci
Neoaves,Apodiformes,Trochilidae,Microchera,Microchera albocoronata
Neoaves,Apodiformes,Trochilidae,Anthocephala,Anthocephala floriceps
Neoaves,Apodiformes,Trochilidae,Anthocephala,Anthocephala berlepschi
Neoaves,Apodiformes,Trochilidae,Chalybura,Chalybura buffonii
Neoaves,Apodiformes,Trochilidae,Chalybura,Chalybura urochrysia
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis clemenciae
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis amethystinus
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis viridipallens
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis sybillae
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis hemileucus
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis calolaemus
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis castaneoventris
Neoaves,Apodiformes,Trochilidae,Lampornis,Lampornis cinereicauda
Neoaves,Apodiformes,Trochilidae,Basilinna,Basilinna xantusii
Neoaves,Apodiformes,Trochilidae,Basilinna,Basilinna leucotis
Neoaves,Apodiformes,Trochilidae,Lamprolaima,Lamprolaima rhami
Neoaves,Apodiformes,Trochilidae,Adelomyia,Adelomyia melanogenys
